Appleton East,1606,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49024
Appleton North,1736,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49025
Appleton West,1370,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49026
Arrowhead,2070,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49027
Badger,1336,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49028
Bay Port,1916,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49029
Beloit Memorial,1630,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49030
Brookfield Central,1212,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49031
Brookfield East,1336,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49032
Chippewa Falls,1485,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49033
D.C. Everest,1819,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49034
De Pere,1455,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49035
Divine Savior Holy Angels,1360,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49036
Eau Claire Memorial,1589,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49037
Eau Claire North,1622,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49038
Fond du Lac,2037,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49039
Franklin,1569,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49040
Germantown,1332,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49041
Green Bay East,1297,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49042
Green Bay Preble,2170,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49043
Greenfield,1136,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49044
Hamilton,1508,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49045
Hartford,1320,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49046
Homestead,1262,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49047
Hudson,1830,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49048
Janesville Craig,1740,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49049
Janesville Parker,1442,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49050
Kenosha Bradford,1736,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49051
Kenosha Indian Trail,2286,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49052
Kenosha Tremper,1925,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49053
Kettle Moraine,1277,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49054
Kimberly,1587,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49055
Madison East,1843,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49056
Madison La Follette,1653,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49057
Madison Memorial,2150,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49058
Madison West,2276,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49059
Manitowoc Lincoln,1527,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49060
Marshfield,1233,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49061
Menomonee Falls,1323,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49062
Middleton,2378,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49063
Milwaukee King,1332,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49064
Milwaukee Riverside,1825,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49065
Milwaukee Reagan,1286,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49066
Milwaukee South,1091,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49067
Milwaukee Vincent,926,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49068
Mukwonago,1669,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49069
Muskego,1637,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49070
Neenah,2015,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49071
Oak Creek,2122,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49072
Oconomowoc,1676,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49073
Oshkosh North,1229,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49074
Oshkosh West,1695,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49075
Racine Case,1828,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49076
Racine Horlick,1403,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49077
Racine Park,1081,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49078
Sheboygan North,1726,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49079
Sheboygan South,1363,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49080
Stevens Point,2096,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49081
Sun Prairie East,1281,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49082
Superior,1266,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49083
Verona,1756,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49084
Watertown,1187,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49085
Waukesha South,1324,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49086
Waukesha West,1175,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49087
Wausau West,1530,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49088
West Allis Central,1183,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49089
West Allis Hale,1382,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49090
Wisconsin Rapids,1491,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49091
Antigo,703,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49092
Ashland,615,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49093
Ashwaubenon,1013,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49094
Baraboo,925,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49095
Beaver Dam,1145,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49096
Brown Deer,585,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49097
Burlington,1040,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49098
Catholic Memorial,566,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49099
Cedarburg,1107,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=49100
