Kenosha Bradford,0.731,0.506,0.556,0.452,0.524
Kenosha Indian Trail,0.68,0.529,0.538,0.54,0.545
Kenosha Tremper,0.25,0.543,0.556,0.375,0.556
Kettle Moraine,0.893,0.596,0.572,0.567,0.573
Kimberly,0.615,0.602,0.589,0.456,0.604
Madison East,0.455,0.536,0.567,0.372,0.568
Madison La Follette,0.667,0.528,0.569,0.486,0.577
Madison Memorial,0.522,0.539,0.605,0.369,0.57
Madison West,0.208,0.56,0.567,0.488,0.599
Manitowoc Lincoln,0.16,0.532,0.556,0.376,0.524
Marshfield,0.609,0.534,0.591,0.401,0.589
Menomonee Falls,0.48,0.526,0.565,0.49,0.551
Middleton,0.4,0.553,0.615,0.325,0.602
Milwaukee King,0.895,0.476,0.551,0.481,0.526
Milwaukee Riverside Uni.,0.565,0.536,0.534,0.485,0.513
Milwaukee Reagan,0.667,0.468,0.512,0.423,0.501
Milwaukee South,0.381,0.451,0.474,0.537,0.442
Milwaukee Vincent,0.4,0.552,0.524,0.554,0.492
Mukwonago,0.462,0.62,0.579,0.48,0.558
Muskego,0.5,0.542,0.591,0.361,0.572
Neenah,0.821,0.579,0.582,0.515,0.593
Oak Creek,0.75,0.586,0.592,0.505,0.569
Oconomowoc,0.52,0.616,0.609,0.477,0.564
Oshkosh North,0.2,0.54,0.581,0.246,0.519
Oshkosh West,0.48,0.606,0.581,0.423,0.569
Racine Case,0.56,0.541,0.55,0.545,0.572
Racine Horlick,0.2,0.496,0.564,0.565,0.582
Racine Park,0.043,0.538,0.546,0.48,0.502
Sheboygan North,0.615,0.57,0.577,0.435,0.577
Sheboygan South,0.25,0.509,0.544,0.355,0.531
Stevens Point,0.44,0.604,0.554,0.426,0.544
Sun Prairie,0.852,0.551,0.581,0.507,0.59
Superior,0.808,0.594,0.581,0.593,0.577
Verona,0.846,0.542,0.602,0.499,0.606
Watertown,0.731,0.566,0.544,0.481,0.537
Waukesha South,0.4,0.523,0.55,0.355,0.529
Waukesha West,0.741,0.61,0.582,0.624,0.595
Wausau West,0.846,0.485,0.6,0.441,0.599
West Allis Central,0.48,0.526,0.567,0.396,0.524
West Allis Hale,0.28,0.545,0.564,0.442,0.561
Wisconsin Rapids,0.64,0.594,0.584,0.453,0.59
Antigo,0.185,0.547,0.556,0.559,0.581
Ashland,0.44,0.54,0.546,0.294,0.524
Ashwaubenon,0.56,0.511,0.578,0.39,0.547
Baraboo,0.24,0.529,0.575,0.214,0.546
Beaver Dam,0.929,0.619,0.562,0.593,0.563
Brown Deer,0.577,0.533,0.56,0.502,0.56
Burlington,0.292,0.493,0.524,0.363,0.552
Catholic Memorial,0.6,0.612,0.583,0.634,0.571
Cedarburg,0.852,0.531,0.578,0.532,0.577
Cudahy,0.083,0.522,0.552,0.211,0.498
DeForest,0.615,0.637,0.576,0.523,0.562
Delavan-Darien,0.217,0.514,0.535,0.321,0.509
Elkhorn,0.4,0.525,0.537,0.442,0.542
Fort Atkinson,0.48,0.485,0.585,0.348,0.539
Grafton,0.769,0.545,0.554,0.479,0.56
Green Bay Southwest,0.52,0.546,0.588,0.393,0.541
Green Bay West,0.0,0.12,0.475,0.0,0.0
Greendale,0.231,0.662,0.588,0.54,0.554
Holmen,0.24,0.551,0.603,0.364,0.569
Hortonville,0.962,0.558,0.601,0.542,0.593
Jefferson,0.654,0.52,0.556,0.406,0.553
Kaukauna,0.741,0.584,0.593,0.527,0.574
Kewaskum,0.885,0.543,0.557,0.496,0.552
La Crosse Central,0.692,0.537,0.61,0.508,0.61
La Crosse Logan,0.48,0.583,0.603,0.589,0.604
Lakeland,0.714,0.593,0.571,0.47,0.548
Luxemburg-Casco,0.5,0.513,0.565,0.351,0.545
Marinette,0.32,0.564,0.53,0.414,0.567
McFarland,0.731,0.548,0.562,0.468,0.57
Medford,0.375,0.54,0.563,0.308,0.522
Menasha,0.615,0.545,0.56,0.48,0.547
Menomonie,0.897,0.518,0.576,0.478,0.582
Merrill,0.208,0.531,0.585,0.226,0.556
Messmer,0.2,0.558,0.526,0.625,0.554
Milton,0.4,0.538,0.59,0.382,0.534
Milwaukee Lutheran,0.211,0.478,0.554,0.241,0.49
Milwaukee Madison,0.45,0.465,0.524,0.434,0.554
Milwaukee North,0.15,0.531,0.472,0.45,0.495
Monona Grove,0.625,0.62,0.588,0.507,0.554
Monroe,0.13,0.559,0.573,0.634,0.558
Mosinee,0.963,0.524,0.557,0.52,0.549
Mount Horeb,0.458,0.498,0.558,0.315,0.534
New Berlin Eisenhower,0.808,0.617,0.582,0.555,0.581
New Berlin West,0.64,0.706,0.574,0.665,0.576
New London,0.583,0.505,0.581,0.451,0.568
New Richmond,0.385,0.596,0.573,0.445,0.55
Nicolet,0.24,0.555,0.541,0.468,0.531
Notre Dame,0.964,0.584,0.581,0.573,0.579
Onalaska,0.56,0.571,0.582,0.495,0.571
Oregon,0.577,0.557,0.576,0.441,0.566
Pewaukee,0.893,0.626,0.587,0.589,0.588
Pius XI Catholic,0.929,0.637,0.569,0.62,0.566
Plymouth,0.308,0.574,0.564,0.628,0.547
Port Washington,0.269,0.53,0.526,0.339,0.53
Portage,0.16,0.519,0.57,0.34,0.488
Pulaski,0.375,0.525,0.579,0.346,0.544
Reedsburg,1.0,0.552,0.583,0.552,0.583
Rhinelander,0.654,0.519,0.571,0.396,0.559
Rice Lake,0.852,0.551,0.578,0.502,0.576
River Falls,0.36,0.582,0.581,0.629,0.61
Saint Anthony,0.333,0.536,0.46,0.391,0.439
Sauk Prairie,0.72,0.526,0.6,0.411,0.556
Seymour,0.44,0.567,0.556,0.447,0.517
Shawano,0.48,0.524,0.562,0.338,0.52
Shorewood,0.542,0.506,0.563,0.285,0.537
Slinger,0.72,0.578,0.547,0.498,0.55
South Milwaukee,0.846,0.546,0.559,0.477,0.541
Sparta,0.44,0.537,0.562,0.421,0.557
Stoughton,0.5,0.572,0.584,0.487,0.534
Tomah,0.4,0.574,0.585,0.327,0.556
Union Grove,0.929,0.561,0.576,0.549,0.562
Waterford,0.52,0.516,0.561,0.36,0.522
Waukesha North,0.192,0.536,0.562,0.461,0.563
Waunakee,0.692,0.671,0.585,0.607,0.558
Waupaca,0.083,0.528,0.553,0.45,0.542
Wausau East,0.32,0.541,0.571,0.337,0.532
Wauwatosa East,0.423,0.521,0.594,0.338,0.565
Wauwatosa West,0.444,0.544,0.565,0.641,0.572
West Bend East,0.4,0.537,0.534,0.359,0.515
West Bend West,0.24,0.642,0.537,0.481,0.536
West De Pere,0.692,0.529,0.568,0.468,0.56
Westosha Central,0.769,0.548,0.565,0.567,0.565
Whitefish Bay,0.654,0.551,0.544,0.431,0.553
Whitnall,0.25,0.506,0.572,0.156,0.489
Wilmot Union,0.615,0.534,0.543,0.471,0.541
Wisconsin Lutheran,0.44,0.619,0.574,0.454,0.548
Adams-Friendship,0.458,0.537,0.561,0.393,0.542
Altoona,0.679,0.596,0.549,0.537,0.546
Amery,0.375,0.502,0.544,0.286,0.512
Amherst,0.731,0.637,0.549,0.558,0.538
Arcadia,0.28,0.558,0.559,0.305,0.507
Baldwin-Woodville,0.731,0.547,0.541,0.515,0.54
Barron,0.577,0.527,0.548,0.421,0.528
Berlin,0.375,0.559,0.563,0.39,0.563
Big Foot,0.32,0.571,0.545,0.522,0.525
Black River Falls,0.16,0.548,0.535,0.252,0.515
Bloomer,0.44,0.598,0.529,0.397,0.52
Brillion,0.893,0.586,0.531,0.55,0.528
Brodhead,0.923,0.546,0.542,0.518,0.554
Brookfield Academy,0.6,0.539,0.532,0.463,0.474
Campbellsport,0.087,0.52,0.522,0.76,0.575
Carmen Northwest,0.353,0.303,0.474,0.377,0.481
Cedar Grove-Belgium,0.36,0.513,0.551,0.291,0.57
Chilton,0.577,0.489,0.522,0.337,0.512
Clinton,0.692,0.512,0.547,0.401,0.534
Clintonville,0.423,0.503,0.556,0.305,0.545
Columbus,0.704,0.595,0.564,0.539,0.562
Denmark,0.32,0.484,0.534,0.17,0.504
Dodgeville,0.32,0.642,0.569,0.374,0.544
Dominican,0.654,0.623,0.55,0.56,0.533
East Troy,0.231,0.542,0.535,0.401,0.51
Edgerton,0.885,0.517,0.553,0.473,0.558
Edgewood,0.714,0.607,0.569,0.534,0.56
Elk Mound,0.769,0.509,0.538,0.431,0.546
Ellsworth,0.556,0.557,0.527,0.469,0.52
Evansville,0.5,0.573,0.536,0.354,0.563
Fox Valley Lutheran,0.808,0.527,0.577,0.448,0.552
Freedom,0.964,0.533,0.6,0.517,0.592
Gale-Ettrick-Trempealeau,0.5,0.537,0.563,0.352,0.572
Hayward,0.28,0.554,0.557,0.274,0.525
Kettle Moraine Lutheran,0.692,0.582,0.566,0.507,0.565
Kewaunee,0.692,0.526,0.543,0.407,0.539
Kiel,0.815,0.576,0.543,0.593,0.533
Lake Mills,0.808,0.586,0.559,0.549,0.563
Lakeside Lutheran,0.654,0.574,0.579,0.646,0.568
Little Chute,0.13,0.527,0.554,0.379,0.541
Lodi,0.28,0.63,0.586,0.409,0.566
Lomira,0.48,0.504,0.521,0.559,0.522
Marshall,0.583,0.618,0.534,0.554,0.503
Martin Luther,0.75,0.627,0.572,0.598,0.57
Mauston,0.174,0.466,0.534,0.109,0.537
Mayville,0.25,0.514,0.555,0.468,0.539
Milwaukee School of Languages,0.815,0.471,0.514,0.471,0.51
Nekoosa,0.13,0.548,0.519,0.317,0.448
New Holstein,0.846,0.586,0.534,0.59,0.534
North Fond du Lac,0.346,0.55,0.556,0.477,0.562
Northland Pines,0.32,0.502,0.557,0.331,0.57
Northwestern,0.68,0.521,0.55,0.478,0.54
Obama SCTE,0.333,0.637,0.469,0.815,0.504
Oconto,0.923,0.482,0.521,0.455,0.513
Oconto Falls,0.615,0.503,0.551,0.342,0.515
Omro,0.556,0.556,0.552,0.417,0.566
Oostburg,0.846,0.524,0.55,0.467,0.551
Osceola,0.577,0.53,0.525,0.436,0.525
Palmyra-Eagle,0.56,0.517,0.532,0.398,0.499
Peshtigo,0.769,0.504,0.514,0.458,0.518
Platteville,0.64,0.612,0.593,0.48,0.559
Poynette,0.4,0.591,0.557,0.425,0.548
Prairie du Chien,0.962,0.592,0.579,0.58,0.571
Prescott,0.741,0.584,0.555,0.559,0.525
Racine St. Catherine’s,0.24,0.543,0.544,0.272,0.523
Richland Center,0.68,0.583,0.551,0.477,0.54
Ripon,0.48,0.536,0.547,0.332,0.522
River Valley,0.083,0.608,0.562,0.435,0.587
St. Croix Central,0.167,0.552,0.548,0.414,0.536
Saint Francis,0.5,0.461,0.518,0.464,0.533
Saint Thomas More,0.462,0.584,0.557,0.513,0.512
Sheboygan Falls,0.37,0.525,0.53,0.359,0.526
Somerset,0.577,0.545,0.542,0.448,0.525
Southern Door,0.28,0.495,0.528,0.207,0.496
Spooner,0.143,0.536,0.569,0.607,0.541
Sturgeon Bay,0.125,0.498,0.503,0.1,0.508
Tomahawk,0.318,0.449,0.534,0.37,0.549
Two Rivers,0.5,0.497,0.531,0.34,0.531
Turner,0.32,0.517,0.513,0.448,0.498
University School of Milwaukee,0.68,0.535,0.536,0.496,0.52
Valders,0.423,0.583,0.525,0.389,0.514
Viroqua,0.167,0.521,0.551,0.292,0.578
Watertown Luther Prep,0.708,0.611,0.554,0.56,0.539
Waupun,0.893,0.642,0.578,0.619,0.583
Wautoma,0.6,0.451,0.509,0.342,0.493
West Salem,0.852,0.535,0.558,0.479,0.543
Westby,0.63,0.472,0.54,0.42,0.546
Westfield,0.964,0.494,0.536,0.485,0.537
Whitewater,0.24,0.558,0.561,0.297,0.546
Winneconne,0.4,0.584,0.555,0.479,0.544
Wisconsin Dells,0.667,0.487,0.553,0.331,0.534
Wrightstown,0.808,0.543,0.572,0.457,0.551
Xavier,0.704,0.619,0.563,0.597,0.544
Abbotsford,0.56,0.486,0.522,0.278,0.503
Algoma,0.48,0.536,0.528,0.334,0.502
Aquinas,0.846,0.594,0.577,0.602,0.582
Athens,0.852,0.497,0.527,0.431,0.531
Auburndale,0.741,0.572,0.524,0.468,0.502
Belleville,0.769,0.563,0.529,0.514,0.517
Bonduel,0.857,0.64,0.536,0.61,0.521
Boscobel,0.731,0.487,0.531,0.401,0.518
Boyceville,0.12,0.514,0.511,0.209,0.52
Brookwood,0.16,0.574,0.504,0.329,0.505
Cadott,0.769,0.5,0.522,0.434,0.524
Cambridge,0.68,0.585,0.548,0.526,0.533
Cameron,0.462,0.504,0.564,0.29,0.545
Chequamegon,0.08,0.542,0.527,0.292,0.585
Chetek-Weyerhaeuser,0.12,0.495,0.542,0.156,0.52
Cochrane-Fountain City,0.8,0.567,0.546,0.51,0.541
Colby,0.375,0.509,0.557,0.317,0.543
Coleman,0.8,0.47,0.527,0.471,0.52
Colfax,0.923,0.537,0.552,0.525,0.547
Crandon,0.667,0.579,0.56,0.495,0.528
Crivitz,0.348,0.539,0.525,0.323,0.521
Cuba City,0.704,0.574,0.56,0.621,0.568
Cumberland,0.654,0.48,0.542,0.366,0.544
Darlington,0.654,0.542,0.579,0.482,0.57
Deerfield,0.708,0.452,0.514,0.382,0.497
Destiny,0.0,0.577,0.538,0.577,0.538
Dodgeland,0.64,0.505,0.518,0.387,0.517
Durand,0.8,0.558,0.544,0.486,0.537
Edgar,0.75,0.599,0.521,0.545,0.513
Fall Creek,0.714,0.626,0.541,0.529,0.541
Fennimore,0.5,0.566,0.582,0.338,0.56
Gibraltar,0.08,0.546,0.532,0.416,0.479
Glenwood City,0.083,0.52,0.533,0.44,0.625
Golda Meir,0.647,0.399,0.499,0.292,0.466
Grantsburg,0.48,0.487,0.531,0.497,0.527
Hope Christian,0.083,0.493,0.49,0.52,0.488
Horicon,0.16,0.491,0.538,0.259,0.558
Howards Grove,0.577,0.534,0.572,0.514,0.563
Iola-Scandinavia,0.64,0.592,0.518,0.572,0.515
Iowa-Grant,0.16,0.549,0.541,0.428,0.537
Kenosha Christian Life,0.542,0.477,0.481,0.523,0.503
Kenosha St. Joseph Catholic Academy,0.654,0.548,0.528,0.529,0.525
Kohler,0.28,0.537,0.524,0.286,0.534
Laconia,0.857,0.552,0.578,0.511,0.563
Ladysmith,0.889,0.561,0.543,0.536,0.545
Lake Country Lutheran,0.76,0.522,0.546,0.496,0.51
Lancaster,0.731,0.569,0.557,0.525,0.547
Lourdes Acad.,0.741,0.526,0.513,0.472,0.522
Luther,0.769,0.493,0.538,0.404,0.541
Manawa,0.56,0.56,0.525,0.49,0.508
Manitowoc Lutheran,0.615,0.572,0.538,0.422,0.519
Marathon,0.56,0.616,0.522,0.478,0.525
Markesan,0.56,0.538,0.566,0.388,0.536
Melrose-Mindoro,0.48,0.599,0.539,0.436,0.495
Menominee Indian,0.542,0.549,0.516,0.413,0.496
Mineral Point,1.0,0.538,0.553,0.538,0.553
Mishicot,0.87,0.572,0.537,0.527,0.537
Mondovi,0.44,0.581,0.542,0.528,0.539
Montello,0.174,0.556,0.517,0.283,0.504
Necedah,0.143,0.516,0.514,0.244,0.577
Neillsville,0.926,0.543,0.53,0.513,0.525
New Glarus,0.759,0.605,0.533,0.549,0.524
Osseo-Fairchild,0.955,0.572,0.547,0.569,0.547
Ozaukee,0.5,0.522,0.524,0.323,0.501
Pacelli,0.583,0.541,0.528,0.425,0.506
Pardeeville,0.88,0.528,0.528,0.465,0.523
Parkview,0.391,0.433,0.511,0.453,0.508
Phillips,0.929,0.577,0.514,0.564,0.514
Racine Lutheran,0.607,0.649,0.543,0.657,0.549
Random Lake,0.462,0.5,0.517,0.287,0.493
Reedsville,0.417,0.556,0.534,0.377,0.519
Regis,0.5,0.609,0.531,0.602,0.547
Roncalli,0.16,0.608,0.538,0.406,0.505
St. Croix Falls,0.857,0.522,0.556,0.486,0.562
Saint Mary Catholic,0.963,0.549,0.538,0.537,0.538
St. Mary's Springs,0.852,0.554,0.542,0.515,0.55
Shiocton,0.63,0.572,0.528,0.482,0.519
Shoreland Lutheran,0.24,0.562,0.549,0.177,0.51
Spencer,0.76,0.509,0.517,0.419,0.512
Spring Valley,0.28,0.508,0.547,0.231,0.549
Stanley-Boyd,0.36,0.674,0.536,0.55,0.541
Stratford,0.52,0.605,0.558,0.422,0.543
The Prairie School,0.926,0.573,0.519,0.551,0.513
Unity,0.64,0.528,0.557,0.351,0.544
Washburn,0.318,0.537,0.546,0.564,0.493
Waterloo,0.4,0.64,0.529,0.686,0.537
Wayland Academy,0.154,0.609,0.521,0.58,0.534
Weyauwega-Fremont,0.292,0.577,0.522,0.331,0.528
Whitehall,0.542,0.473,0.504,0.294,0.495
Winnebago Lutheran Academy,0.76,0.513,0.544,0.499,0.555
Wisconsin Heights,0.24,0.576,0.553,0.242,0.548
Wittenberg-Birnamwood,0.667,0.555,0.528,0.462,0.516
Albany,0.857,0.543,0.53,0.492,0.545
Almond-Bancroft,0.654,0.445,0.486,0.47,0.476
Argyle,0.63,0.525,0.531,0.428,0.51
Assumption,0.897,0.58,0.53,0.547,0.526
Augusta,0.48,0.507,0.511,0.344,0.49
Bangor,0.931,0.556,0.523,0.545,0.511
Barneveld,0.308,0.601,0.551,0.486,0.571
Bayfield,0.0,0.574,0.575,0.0,0.0
Belmont,0.852,0.541,0.539,0.544,0.541
Benton,0.28,0.552,0.559,0.467,0.534
Birchwood,0.0,0.0,0.0,0.0,0.0
Black Hawk,0.76,0.563,0.552,0.588,0.557
Blair-Taylor,0.964,0.523,0.505,0.508,0.505
Bowler,0.286,0.44,0.525,0.399,0.519
Bruce,0.182,0.591,0.513,0.53,0.58
Butternut,0.28,0.561,0.529,0.417,0.528
Cambria-Friesland,0.48,0.515,0.525,0.539,0.532
Cashton,0.44,0.565,0.508,0.344,0.501
Catholic Central,0.538,0.539,0.526,0.482,0.505
Central WI Christian,0.52,0.453,0.485,0.508,0.482
Clayton,0.583,0.452,0.507,0.273,0.525
Clear Lake,0.815,0.503,0.515,0.434,0.515
Columbus Catholic,0.52,0.525,0.527,0.372,0.522
Cornell,0.167,0.545,0.531,0.454,0.5
De Soto,0.44,0.463,0.505,0.229,0.476
Drummond,0.8,0.532,0.494,0.506,0.484
Eau Claire Immanuel Lutheran,0.476,0.545,0.521,0.396,0.507
Elcho,0.231,0.567,0.508,0.447,0.458
Eleva-Strum,0.5,0.631,0.542,0.525,0.508
Elkhart Lake-Glenbeulah,0.2,0.563,0.527,0.38,0.514
Faith Christian (Wms Bay),0.25,0.479,0.487,0.701,0.518
Fall River,0.577,0.57,0.51,0.419,0.506
Flambeau,0.739,0.475,0.524,0.508,0.518
Florence,0.708,0.442,0.503,0.429,0.522
Frederic,0.083,0.608,0.519,0.566,0.53
Gillett,0.654,0.534,0.525,0.469,0.528
Gilman,0.704,0.466,0.536,0.341,0.516
Gilmanton,0.304,0.484,0.51,0.327,0.495
Granton,0.05,0.511,0.537,0.931,0.584
Greenwood,0.208,0.52,0.518,0.268,0.508
Gresham,0.833,0.426,0.536,0.409,0.539
Heritage Christian,0.52,0.465,0.526,0.359,0.491
Highland,0.897,0.531,0.536,0.514,0.527
Hilbert,0.538,0.56,0.535,0.384,0.517
Hillsboro,0.76,0.493,0.49,0.387,0.473
Hurley,0.852,0.615,0.533,0.61,0.513
Hustisford,0.577,0.527,0.537,0.508,0.542
Independence,0.391,0.445,0.518,0.233,0.519
Ithaca,0.48,0.519,0.503,0.273,0.515
Johnson Creek,0.48,0.483,0.491,0.305,0.437
Juda,0.167,0.476,0.501,0.292,0.452
Kickapoo,0.889,0.482,0.511,0.44,0.506
Lake Holcombe,0.762,0.475,0.518,0.417,0.523
Lena,0.577,0.448,0.458,0.413,0.462
Alma Center Lincoln,0.792,0.444,0.521,0.369,0.497
Living Word Lutheran,0.444,0.482,0.476,0.439,0.472
Loyal,0.462,0.531,0.545,0.388,0.52
Luck,0.167,0.582,0.527,0.312,0.494
Madison Country Day,0.333,0.417,0.475,0.456,0.517
Marion,0.167,0.484,0.496,0.478,0.493
McDonell Catholic,0.893,0.585,0.532,0.543,0.541
Mellen,0.652,0.526,0.516,0.512,0.492
Mercer,0.333,0.545,0.535,0.303,0.53
Milwaukee Academy of Science,0.913,0.543,0.556,0.517,0.551
New Auburn,0.409,0.519,0.493,0.461,0.516
New Lisbon,0.44,0.488,0.497,0.216,0.476
Newman Catholic,0.48,0.551,0.52,0.359,0.508
Niagara,0.68,0.489,0.476,0.487,0.484
North Crawford,0.208,0.473,0.494,0.277,0.456
Northland Lutheran,0.55,0.51,0.516,0.414,0.534
Northwood,0.963,0.53,0.534,0.518,0.534
Oakfield,0.821,0.518,0.516,0.48,0.504
Oneida Nation,0.364,0.544,0.535,0.428,0.564
Owen-Withee,0.28,0.502,0.537,0.297,0.532
Pecatonica,0.5,0.492,0.533,0.483,0.553
Phelps,0.0,0.0,0.0,0.0,0.0
Pittsville,0.542,0.467,0.509,0.285,0.511
Port Edwards,0.25,0.505,0.486,0.329,0.481
Prairie Farm,0.815,0.544,0.517,0.463,0.513
Prentice,0.174,0.598,0.54,0.336,0.568
Randolph,1.0,0.577,0.565,0.577,0.565
Rib Lake,0.292,0.555,0.524,0.311,0.502
Rio,0.556,0.561,0.54,0.448,0.534
River Ridge,0.5,0.514,0.514,0.366,0.51
Riverdale,0.28,0.568,0.542,0.313,0.505
Rosholt,0.32,0.534,0.517,0.341,0.487
Royall,0.731,0.523,0.504,0.412,0.486
Salam,0.7,0.471,0.455,0.5,0.468
Seneca,0.217,0.508,0.529,0.326,0.538
Sevastopol,0.731,0.444,0.49,0.342,0.495
Shell Lake,0.346,0.562,0.503,0.351,0.515
Shullsburg,0.292,0.608,0.557,0.364,0.494
Siren,0.852,0.496,0.505,0.428,0.505
Solon Springs,0.667,0.539,0.501,0.419,0.486
South Shore,0.889,0.507,0.505,0.479,0.505
Southwestern,0.174,0.589,0.574,0.433,0.549
Stockbridge,0.32,0.424,0.492,0.51,0.475
Suring,0.423,0.552,0.521,0.366,0.509
Thorp,0.2,0.611,0.527,0.623,0.534
Three Lakes,0.75,0.56,0.526,0.488,0.517
Tigerton,0.32,0.48,0.498,0.541,0.51
Tri-County,0.217,0.464,0.504,0.444,0.479
Turtle Lake,0.577,0.531,0.528,0.352,0.52
Wausaukee,0.208,0.499,0.469,0.205,0.476
Wauzeka-Steuben,0.815,0.497,0.509,0.434,0.5
Webster,0.192,0.498,0.53,0.269,0.58
Weston,0.053,0.502,0.516,0.143,0.517
Wild Rose,0.92,0.449,0.526,0.424,0.521
Williams Bay,0.24,0.418,0.522,0.361,0.482
Winter,0.5,0.511,0.513,0.367,0.514
Wonewoc-Center,0.6,0.532,0.491,0.374,0.489
Saint Joan Antida,0.0,0.54,0.486,0.0,0.0
Faith Christian Academy (Wausau),0.0,0.0,0.0,0.0,0.0
Sheboygan Lutheran,0.815,0.5,0.512,0.485,0.509
Sheboygan Christian,0.095,0.564,0.511,0.571,0.472
Alma/Pepin,0.261,0.492,0.526,0.297,0.535
Green Bay N.E.W. Lutheran/Providence (GB),0.333,0.507,0.534,0.313,0.514
Goodman/Pembine,0.056,0.553,0.513,0.577,0.475
