Glenwood City,0.111,0.503,0.522,0.0,0.44
Golda Meir,0.417,0.399,0.464,0.262,0.373
Grantsburg,0.727,0.513,0.473,0.365,0.479
Horicon,0.417,0.467,0.467,0.227,0.468
Howards Grove,0.333,0.563,0.531,0.387,0.528
Iola-Scandinavia,0.0,0.566,0.436,0.0,0.0
Iowa-Grant,0.444,0.459,0.525,0.21,0.509
Kohler,0.5,0.472,0.477,0.306,0.501
Laconia,1.0,0.611,0.502,0.611,0.502
Ladysmith,0.0,0.5,0.533,0.0,0.0
Lancaster,0.3,0.601,0.493,0.34,0.5
Luther,0.455,0.504,0.508,0.265,0.494
Manawa,0.455,0.51,0.448,0.32,0.482
Manitowoc Lutheran,0.333,0.724,0.521,0.404,0.554
Marathon,0.357,0.465,0.464,0.177,0.492
Markesan,0.3,0.46,0.464,0.153,0.4
Melrose-Mindoro,0.583,0.472,0.496,0.36,0.465
Menominee Indian,0.333,0.606,0.474,0.348,0.486
Mineral Point,0.909,0.397,0.512,0.364,0.496
Mishicot,0.5,0.54,0.508,0.344,0.483
Mondovi,0.692,0.497,0.516,0.347,0.482
Montello,0.111,0.356,0.472,0.167,0.493
Necedah,0.091,0.475,0.434,0.25,0.45
Neillsville,0.833,0.647,0.501,0.602,0.498
New Glarus,0.833,0.541,0.533,0.459,0.542
Osseo-Fairchild,0.583,0.522,0.509,0.35,0.476
Ozaukee,0.273,0.486,0.478,0.215,0.508
Pacelli,0.9,0.337,0.482,0.292,0.482
Pardeeville,0.667,0.389,0.499,0.264,0.452
Parkview,0.364,0.471,0.455,0.666,0.424
Phillips,0.833,0.569,0.525,0.483,0.53
Racine Lutheran,0.0,0.54,0.498,0.0,0.0
Random Lake,0.429,0.559,0.489,0.446,0.495
Reedsville,0.5,0.308,0.498,0.237,0.532
Regis,0.818,0.5,0.493,0.416,0.489
Roncalli,0.417,0.448,0.484,0.272,0.464
St. Croix Falls,0.667,0.358,0.556,0.236,0.551
Saint Mary Catholic,0.917,0.557,0.493,0.526,0.51
St. Mary's Springs,0.571,0.538,0.55,0.345,0.52
Shiocton,0.286,0.545,0.489,0.479,0.47
Shoreland Lutheran,0.727,0.446,0.492,0.36,0.467
Spencer,0.0,0.0,0.0,0.0,0.0
Spring Valley,0.167,0.611,0.497,0.287,0.488
Stanley-Boyd,0.182,0.503,0.492,0.4,0.5
Stratford,0.625,0.407,0.518,0.264,0.458
The Prairie School,0.9,0.582,0.489,0.568,0.482
Unity,0.455,0.503,0.511,0.362,0.525
Washburn,0.667,0.292,0.367,0.1,0.416
Waterloo,0.462,0.474,0.497,0.456,0.448
Wayland Academy,0.429,0.603,0.452,0.339,0.454
Weyauwega-Fremont,0.545,0.391,0.484,0.227,0.463
Whitehall,0.6,0.44,0.506,0.282,0.469
Wisconsin Heights,0.333,0.424,0.463,0.117,0.477
Albany/Monticello,1.0,0.37,0.427,0.37,0.427
Almond-Bancroft,0.0,0.0,0.0,0.0,0.0
Assumption,1.0,0.404,0.443,0.404,0.443
Augusta,0.0,0.476,0.534,0.0,0.0
Bangor,1.0,0.464,0.473,0.464,0.473
Barneveld,0.5,0.51,0.478,0.253,0.489
Bayfield,0.0,0.464,0.513,0.0,0.0
Belmont,0.692,0.583,0.496,0.491,0.481
Benton,0.25,0.405,0.488,0.038,0.619
Birchwood,0.0,0.475,0.453,0.0,0.0
Black Hawk,0.417,0.577,0.512,0.301,0.53
Blair-Taylor,0.3,0.45,0.49,0.092,0.491
Bowler,0.6,0.311,0.464,0.151,0.451
Bruce,0.182,0.412,0.476,0.045,0.502
Butternut,0.75,0.411,0.461,0.309,0.439
Cambria-Friesland,0.182,0.374,0.496,0.056,0.469
Cashton,0.846,0.384,0.476,0.309,0.463
Catholic Central,0.3,0.514,0.504,0.532,0.505
Central WI Christian,0.286,0.654,0.418,0.256,0.457
Clayton,0.583,0.405,0.459,0.271,0.475
Clear Lake,0.889,0.54,0.48,0.493,0.485
Columbus Catholic,0.667,0.5,0.475,0.354,0.44
Cornell,0.0,0.0,0.0,0.0,0.0
De Soto,0.6,0.488,0.454,0.305,0.466
Drummond,0.8,0.283,0.447,0.206,0.47
Elcho,0.2,0.428,0.426,0.273,0.304
Eleva-Strum,0.2,0.508,0.498,0.0,0.484
Fall River,0.538,0.435,0.52,0.357,0.438
Flambeau,0.3,0.41,0.473,0.091,0.446
Florence,0.667,0.422,0.535,0.403,0.532
Frederic,0.273,0.573,0.464,0.461,0.403
Gillett,0.455,0.491,0.496,0.365,0.446
Gilman,0.4,0.465,0.51,0.201,0.47
Gilmanton,0.0,0.0,0.0,0.0,0.0
Granton,0.0,0.1,0.503,0.1,0.503
Greenwood,0.75,0.522,0.434,0.431,0.398
Gresham,0.875,0.342,0.444,0.274,0.433
Heritage Christian,0.4,0.513,0.456,0.342,0.497
Highland,0.5,0.492,0.485,0.272,0.53
Hilbert,0.0,0.516,0.527,0.0,0.0
Hillsboro,0.286,0.579,0.488,0.254,0.492
Hurley,0.5,0.477,0.433,0.246,0.413
Hustisford,0.0,0.518,0.478,0.0,0.0
Independence/Gilmanton,0.615,0.541,0.455,0.44,0.46
Ithaca,0.4,0.429,0.504,0.293,0.55
Johnson Creek,0.25,0.409,0.454,0.061,0.487
Juda,0.0,0.586,0.466,0.0,0.0
Kickapoo,0.8,0.42,0.476,0.36,0.488
Lake Holcombe,0.5,0.372,0.462,0.251,0.466
Lena,1.0,0.432,0.431,0.432,0.431
Alma Center Lincoln,0.636,0.548,0.477,0.442,0.461
Living Word Lutheran,1.0,0.347,0.463,0.347,0.463
Loyal,1.0,0.215,0.446,0.215,0.446
Luck,0.3,0.672,0.474,0.568,0.476
Marion,0.273,0.292,0.403,0.438,0.356
McDonell Catholic,1.0,0.558,0.506,0.558,0.506
Mellen,0.444,0.475,0.469,0.315,0.484
Mercer,0.143,0.566,0.48,0.167,0.625
New Auburn,0.75,0.424,0.464,0.348,0.435
New Lisbon,0.091,0.625,0.452,0.091,0.514
Newman Catholic,0.167,0.537,0.521,0.25,0.498
Niagara,0.583,0.518,0.512,0.37,0.458
North Crawford,0.4,0.471,0.513,0.182,0.568
Northland Lutheran,0.5,0.319,0.467,0.15,0.443
Northwood,0.556,0.468,0.461,0.185,0.483
Oakfield,0.889,0.405,0.423,0.355,0.424
Oneida Nation,0.444,0.563,0.491,0.466,0.431
Owen-Withee,0.667,0.513,0.47,0.41,0.444
Argyle/Pecatonica,0.933,0.512,0.458,0.504,0.458
Pittsville,0.818,0.314,0.451,0.223,0.47
Port Edwards,0.077,0.489,0.46,0.636,0.595
Prairie Farm,0.455,0.451,0.515,0.286,0.456
Prentice,0.333,0.431,0.527,0.291,0.546
Randolph,0.833,0.5,0.495,0.431,0.476
Rib Lake,0.5,0.444,0.5,0.306,0.468
Rio,0.167,0.461,0.493,0.216,0.436
River Ridge,0.667,0.395,0.487,0.321,0.442
Riverdale,0.3,0.504,0.513,0.133,0.579
Rosholt,0.182,0.592,0.43,0.288,0.481
Royall,0.923,0.383,0.433,0.332,0.433
Salam,0.833,0.458,0.46,0.449,0.442
Seneca,0.0,0.602,0.478,0.0,0.0
Sevastopol,0.818,0.437,0.5,0.328,0.468
Shell Lake,0.556,0.427,0.479,0.316,0.458
Shullsburg,0.364,0.532,0.528,0.359,0.485
Siren,0.5,0.535,0.452,0.449,0.451
Solon Springs,0.167,0.545,0.426,0.0,0.523
South Shore,0.909,0.389,0.434,0.353,0.441
Southwestern,0.077,0.606,0.493,0.2,0.532
Stockbridge,0.154,0.547,0.443,0.541,0.429
Suring,0.429,0.476,0.464,0.175,0.54
Thorp,0.231,0.427,0.502,0.061,0.503
Three Lakes/Phelps,0.25,0.727,0.492,0.375,0.546
Tri-County,0.143,0.469,0.432,0.273,0.311
Turtle Lake,0.75,0.518,0.468,0.41,0.488
Wausaukee,0.2,0.548,0.432,0.121,0.538
Wauzeka-Steuben,1.0,0.275,0.488,0.275,0.488
Webster,0.917,0.454,0.419,0.468,0.414
Wild Rose,0.667,0.224,0.47,0.212,0.475
Williams Bay,0.111,0.6,0.448,0.25,0.439
Winter,0.4,0.407,0.429,0.143,0.438
Wonewoc-Center,0.364,0.556,0.464,0.291,0.555
White Lake,0.0,0.339,0.401,0.0,0.0
Cristo Rey Jesuit,0.4,0.545,0.387,0.393,0.359
Milwaukee Bay View,0.4,0.371,0.358,0.25,0.38
Washington Island,0.0,0.0,0.0,0.0,0.0
Lac Courte Oreilles,0.091,0.481,0.44,0.0,0.538
St. Augustine Prep,0.7,0.414,0.48,0.281,0.475
Eastbrook Academy,0.125,0.36,0.516,0.0,0.381
Sheboygan Christian,0.625,0.497,0.5,0.406,0.476
Chesterton Academy,0.8,0.501,0.421,0.418,0.442
Sun Prairie West,0.286,0.567,0.511,0.237,0.449
Elkhart Lake-Glenbeulah,0.545,0.456,0.486,0.367,0.47
Green Bay West,0.0,0.0,0.0,0.0,0.0
Sheboygan Lutheran,0.818,0.497,0.544,0.417,0.513
Madison La Follette,0.6,0.47,0.538,0.297,0.472
Wittenberg-Birnamwood,0.917,0.302,0.512,0.252,0.498
Tigerton,0.0,0.0,0.0,0.0,0.0
Waukesha North/Waukesha South,0.444,0.573,0.524,0.356,0.478
Gale-Ettrick-Trempealeau,0.286,0.51,0.546,0.189,0.45
Cochrane-Fountain City,1.0,0.498,0.495,0.498,0.495
Eau Claire Immanuel Lutheran,0.625,0.448,0.498,0.294,0.531
Alma/Pepin,0.5,0.493,0.502,0.324,0.502
Durand-Arkansaw,0.75,0.577,0.509,0.477,0.509
Valley Christian (Oshkosh),0.727,0.405,0.485,0.277,0.478
Goodman/Pembine,0.1,0.518,0.546,0.2,0.51
Hmong American Peace,0.0,0.329,0.427,0.0,0.0
Milwaukee Marshall,0.0,0.875,0.317,0.0,0.0
Young Coggs,0.0,0.0,0.0,0.0,0.0
Plum City/Elmwood,0.0,0.407,0.536,0.0,0.0
Kettle Moraine Lutheran,0.8,0.495,0.51,0.44,0.502
Divine Savior Holy Angels,0.692,0.415,0.531,0.332,0.507
Milwaukee Academy of Science,0.526,0.608,0.502,0.479,0.482
Phelps,0.0,0.0,0.0,0.0,0.0
Valley Christian School (Osceola),0.0,0.0,0.0,0.0,0.0
Faith Christian (Wms Bay),0.556,0.473,0.451,0.319,0.457
Saint Joan Antida/Tenor/Veritas,0.5,0.504,0.412,0.404,0.414
University Lake School Co-op,0.286,0.459,0.46,0.062,0.33
Saint Thomas Aquinas,0.143,0.53,0.493,0.0,0.436
Kenosha St. Joseph Catholic,0.667,0.282,0.523,0.162,0.5
Racine St. Catherines,0.214,0.55,0.503,0.267,0.488
Watertown Luther Prep,0.5,0.502,0.484,0.334,0.569
Lake Country Lutheran,0.727,0.494,0.472,0.358,0.465
Kenosha Christian Life,0.429,0.556,0.473,0.319,0.586
University School of Milwaukee,0.0,0.649,0.504,0.0,0.0
Milwaukee Bradley Tech/Milwaukee Arts,0.875,0.269,0.381,0.25,0.238
Milwaukee Pulaski/Carmen South/Carmen Southeast,0.0,0.0,0.0,0.0,0.0
Milwaukee School of Languages,0.4,0.547,0.543,0.526,0.617
Milwaukee Washington/Fuller Collegiate,0.375,0.403,0.492,0.189,0.409
Milwaukee Riverside,0.2,0.328,0.465,0.1,0.266
Milwaukee Reagan,0.267,0.361,0.481,0.1,0.355
Milwaukee Hamilton/Audubon,0.2,0.26,0.45,0.056,0.417
Milwaukee North,0.0,0.0,0.0,0.0,0.0
West Bend East,0.0,0.623,0.541,0.0,0.0
Wabeno/Laona,0.615,0.607,0.489,0.452,0.502
Green Bay N.E.W. Lutheran/Providence Academy (Green Bay),0.167,0.529,0.476,0.042,0.603
La Farge/Youth Initiative,0.273,0.498,0.49,0.164,0.617
Weston,0.0,0.0,0.0,0.0,0.0
Potosi/Cassville,0.2,0.487,0.512,0.25,0.48
Lourdes Acad.,0.8,0.534,0.438,0.501,0.416
Abundant Life Christian/St. Ambrose,0.786,0.355,0.446,0.256,0.459
Madison Country Day,0.0,0.542,0.43,0.0,0.0
Princeton/Green Lake,0.4,0.464,0.519,0.19,0.419
Winnebago Lutheran,0.8,0.435,0.498,0.448,0.474
Wisconsin Rapids Lincoln,0.333,0.494,0.518,0.211,0.52
D.C. Everest,0.071,0.581,0.511,0.75,0.477
New Berlin Eisenhower,0.6,0.574,0.508,0.608,0.46
