St. Augustine Prep,557,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35042
Coulee Christian/Providence Acad (La Crosse),77,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35326
La Farge/Youth Initiative,67,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35380
Milwaukee Excellence Charter School,214,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35406
Wabeno/Laona,162,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35475
Princeton/Green Lake,230,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35690
Potosi/Cassville,172,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35740
Plum City/Elmwood,190,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35885
Abundant Life Christian/St. Ambrose,142,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35913
Milw Washington/Fuller,1068,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35967
Milw Hamilton/Audubon,1802,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=35971
Eastbrook Academy,63,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=36052
Appleton East,1579,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37254
Appleton North,1742,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37255
Appleton West,1352,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37256
Arrowhead,2088,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37257
Badger,1339,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37258
Bay Port,1899,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37259
Beloit Memorial,1867,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37260
Brookfield Central,1146,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37261
Brookfield East,1345,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37262
Chippewa Falls,1455,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37263
D.C. Everest,1771,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37264
De Pere,1395,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37265
Divine Savior Holy Angels,1438,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37266
Eau Claire Memorial,1620,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37267
Eau Claire North,1588,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37268
Fond du Lac,2018,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37269
Franklin,1547,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37270
Germantown,1352,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37271
Green Bay East,1254,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37272
Green Bay Preble,2154,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37273
Greenfield,1138,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37274
Hamilton,1462,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37275
Hartford Union,1331,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37276
Homestead,1270,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37277
Hudson,1832,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37278
Janesville Craig,1714,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37279
Janesville Parker,1403,https://schools.wiaawi.org/Directory/Schedule/Index?TeamID=37280
